BuscoID,BUSCO_LittleSkate,BUSCO_Chicken,BUSCO_Human,BUSCO_Mouse,BUSCO_ThornySkate,BUSCO_Zebrafish
295790at7742,chr7&69861536,chr7&35127954,chr2&151357667,chr2&52038176,chr7&73615662,chr9&22764298
6253at7742,chr7&69905082,chr7&35142273,chr2&151410424,chr2&52073150,chr7&73662933,chr9&22780215
370224at7742,chr7&70692110,chr7&26243476,,chr1&118321893,chr7&74477563,chr9&38158692
317712at7742,chr7&72823269,chr7&25295323,chr2&119662378,chr1&119910012,chr7&76595353,chr9&29035302
154520at7742,chr7&78113667,chr7&26448741,chr3&122740345,chr16&35770476,chr7&82491668,chr9&37341427
242951at7742,chr7&78273491,chr7&26491491,chr3&122806892,,chr7&82660985,chr9&37367251
183058at7742,chr7&78695456,chr7&26824526,chr3&123089099,chr16&35397458,chr7&83120463,chr9&37754842
13480at7742,chr7&79537484,chr7&22324208,chr2&219002937,chr1&74902135,chr7&84018303,chr9&7732705
270938at7742,chr7&79753257,chr7&22267127,chr2&219130391,,chr7&84245796,chr6&7086091
46737at7742,chr7&79859606,chr7&22427870,chr2&218738196,chr1&74678992,chr7&84744458,chr9&14112979
328913at7742,chr7&79964220,chr7&22254392,chr2&219172586,chr1&75136399,chr7&84865293,chr1&6162090
269302at7742,chr7&80525586,chr7&26300506,chr3&121770345,chr16&36831515,chr7&85818739,chr6&9226201
368156at7742,chr7&80683517,chr7&26247179,chr2&121740744,chr1&118300804,chr7&86021862,chr9&22929908
60672at7742,chr7&81335707,chr7&22503699,chrX&133025479,chr1&74439391,chr7&86758815,chr9&716149
225169at7742,chr7&82066771,chr7&22565740,chr2&218265016,chr1&74280234,chr7&87668705,chr6&59902491
360372at7742,chr7&82802661,chr7&22241867,chr2&219178404,chr1&75142863,chr7&90650190,chr1&6190020
111099at7742,chr7&82917380,chr7&23488456,chr2&216109278,chr1&72307547,chr7&90766141,chr9&52558480
62905at7742,chr8&125927,chr3&43345896,chr6&165333025,chr17&8897769,chr8&258376,chr13&4539040
277109at7742,chr8&2737655,chr3&50678678,chr6&155257836,chr17&3519552,chr8&2892552,chr17&49220251
24985at7742,chr8&4822417,chr3&45873833,chr6&159197478,chr17&7739215,,chr20&31003150
293643at7742,chr8&5723557,chr3&105433713,chr2&24947616,chr12&4082787,chr8&6169418,chr17&33296914
281807at7742,chr8&6201704,chr3&104287924,chr2&27623096,chr5&31494773,chr8&6741075,chr17&12658453
130161at7742,chr8&6454685,chr3&35824198,chr1&241850426,chr1&175882908,chr8&7091915,chr17&22565848
372023at7742,chr8&6512832,,chr2&32278156,chr17&74489716,chr8&7161318,chr17&22577752
102135at7742,chr8&6935216,chr3&31482020,chr2&32628293,chr17&74717921,,chr17&22845910
266219at7742,chr8&7090702,chr3&104478003,chr2&27131414,chr5&30955643,chr8&7784637,chr16&2562514
2461at7742,chr8&7719063,chr3&2222750,chr2&61188102,chr11&23327858,,chr1&53568296
372764at7742,chr8&7769636,chr23&4166576,chr1&36455788,chr4&126047070,,chr16&36100069
98098at7742,chr8&7808580,chr3&2136670,chr2&61050402,chr11&23588627,chr8&8462142,chr17&23918283
280159at7742,chr8&7903400,chr3&2124951,chr2&61017760,chr11&23649292,chr8&8552363,chr17&23926932
150306at7742,chr8&7931946,chr3&2090792,chr2&60942395,chr11&23667289,chr8&8565573,chr1&53717005
287042at7742,chr8&10316343,chr3&944980,chr2&58159765,chr11&26441113,chr8&10992142,chr13&26753296
82541at7742,chr8&11625953,chr3&236728,chr2&55636237,chr11&29130860,chr8&12290498,
312288at7742,chr8&11768497,chr3&190171,chr2&55519802,chr11&29221884,chr8&12438068,
132931at7742,chr8&12066204,chr3&77689,chr2&55236648,chr11&29520667,chr8&12753802,chr6&6275611
9484at7742,chr8&12522750,chr3&2698217,chr19&40472622,chr7&27357292,,
184701at7742,chr8&13040117,chr3&3030269,chr2&53787211,chr11&30931777,chr8&13703461,chr13&35751254
151961at7742,chr8&13098128,chr3&3055973,chr2&53670503,chr11&30996014,chr8&13761903,chr12&24061145
192313at7742,chr8&16388047,chr3&18158419,chr1&222558660,chr1&183390924,chr8&17212069,chr20&51833089
222975at7742,chr8&16855838,chr3&18424447,chr1&221702412,chr1&184036839,chr8&17673189,chr20&51917506
237258at7742,chr8&17631882,chr3&22263978,,chr1&191821646,chr8&18472497,chr20&13883387
229308at7742,chr8&17666679,chr3&22185192,chr1&211749899,chr1&191718508,chr8&18517007,chr20&13783228
64603at7742,chr8&17793030,chr3&22145964,chr1&211941824,chr1&191575858,chr8&18637836,chr20&13020673
212288at7742,chr8&17848636,chr3&22124268,chr1&212035891,chr1&191539243,chr8&18711172,chr20&13141447
267268at7742,chr8&18005860,chr3&22030538,chr1&212365215,chr1&191326041,chr8&18870932,chr17&45379489
416929at7742,chr8&18039603,chr3&22026983,chr1&212432944,chr1&191306913,chr8&18907123,chr17&45396065
409526at7742,chr8&18125961,chr3&21932239,chr1&212597230,chr1&191171482,chr8&18993210,chr20&37785051
106972at7742,chr8&18627110,chr3&21731483,,chr1&190773593,chr8&19486723,chr20&3239451
39501at7742,chr8&23341630,chr3&18887518,chr1&220094433,chr1&185287049,chr8&24348752,chr17&25590242
23872at7742,chr8&23402517,chr3&18846689,chr1&220151251,chr1&185220893,chr8&24418500,chr17&25611031
435000at7742,chr8&23688028,chr1&179930749,chr13&21176917,chr14&57826517,chr8&24707402,chr17&26608635
331131at7742,chr8&24097478,chr3&45740712,chr6&159662735,chr17&13008046,chr8&25095563,chr20&30937910
288361at7742,chr8&24134149,chr3&45709545,chr6&159726811,chr17&12967468,chr8&25131433,chr20&30931953
133326at7742,chr8&24199790,chr3&45691900,,chr17&12916566,chr8&25197696,chr23&2421693
346605at7742,chr8&24277033,chr3&37841545,chr1&236462367,chr13&12478183,chr8&25297778,chr17&22531090
341187at7742,chr8&24331944,chr30&518267,chr19&10252254,chr9&21002941,chr8&25353566,chr11&11319187
190480at7742,chr8&24474747,chr3&33709517,chr2&32173907,chr17&74395617,chr8&25489508,
85263at7742,chr8&24591462,chr3&33619710,chr2&37201764,chr17&78919881,chr8&25607505,chr20&3290452
281858at7742,chr8&24616564,chr3&33634880,chr2&37231706,chr17&78937165,chr8&25631986,chr20&3277735
279455at7742,chr8&24922291,chr20&13383258,chr20&50958843,chr2&168230635,,
26714at7742,chr8&25062204,chr3&37651044,chr1&236795704,chr13&12187005,chr8&26110076,chr12&47081783
8874at7742,chr8&25230542,chr3&37786577,chr1&236550902,chr13&12395772,chr8&26282551,chr12&9620245
130337at7742,chr8&26473947,chr3&36486795,chr1&239894312,chr13&9877229,chr8&27550457,chr17&19832793
174858at7742,chr8&27318216,chr2&85647894,chr1&241497828,chr1&175601424,chr8&28406286,chr12&47638604
172079at7742,chr8&27356155,chr7&7165179,chr1&241532325,chr1&175632220,chr8&28446167,chr13&42273048
46728at7742,chr8&28904077,chr3&31002102,chr6&43523868,chr17&46202921,chr8&30084294,chr13&2861265
103919at7742,chr8&29395504,chr3&9563240,chr2&48440954,chr17&88538060,chr8&30554990,
25839at7742,chr8&29693330,chr3&9383316,chr2&47783234,chr17&87975035,chr8&30856781,chr13&48360950
59584at7742,chr8&29965646,chr3&9267980,chr2&47403192,chr17&87672596,chr8&31145845,chr12&24906309
199410at7742,chr8&30110692,chrZ&66757691,chr9&110386204,chr4&58048401,,chr5&9241083
254818at7742,chr8&30602299,chr3&25309437,chr2&43774139,chr17&84626569,chr8&31813167,chr13&10970755
133255at7742,chr8&30629960,chr3&25324309,chr2&43813116,chr17&84658488,chr8&31848736,chr13&10945512
145949at7742,chr8&30657946,chr3&25347469,chr2&43839054,chr17&84683232,chr8&31880636,chr13&10923961
52093at7742,chr8&30724776,chr3&25371305,chr2&43888600,chr17&84705416,chr8&31937435,chr13&10799474
138885at7742,chr8&31277478,chr3&25588981,chr2&44275536,chr17&85028432,chr8&32458888,chr13&10650667
239108at7742,chr8&31309107,chr3&25604047,chr2&44321356,chr17&85064644,chr8&32511120,chr13&10621439
298740at7742,chr8&31539271,chr3&25755912,chr2&44684621,chr17&85373313,chr8&32738961,
383748at7742,chr8&33409451,chr3&26849032,chr5&178922064,chr17&86984875,chr8&34676194,chr12&25098448
415972at7742,chr8&33482189,chr3&26873762,chr2&46617283,chr17&87025660,chr8&34748790,chr12&25094986
32983at7742,chr8&33991237,chr3&25165288,chr2&43517260,chr17&84372770,chr8&35170487,chr13&8893474
279816at7742,chr8&35570327,chr3&24224065,chr2&42767437,chr17&83831643,chr8&36817812,chr13&8945431
138116at7742,chr8&37184211,chr3&23175208,chr6&42813349,chr17&46801048,chr8&38544258,chr12&34876768
396303at7742,chr8&37266778,chr3&23161996,chr6&42745033,chr17&46890711,chr8&38627791,chr12&34891628
371106at7742,chr8&37655022,chr3&22956997,chr6&42208289,chr17&65438125,chr8&39043190,chr4&325185
106009at7742,chr8&37666040,chr3&22937903,chr1&209828064,chr1&193107543,chr8&39079334,chr13&31925647
256936at7742,chr8&37941446,chr3&22715110,chr1&210348976,chr1&192679205,chr8&39371918,chr17&25773169
126566at7742,chr8&38524258,chr3&51943968,chr6&158111366,chr17&6044114,chr8&40412554,chr20&26048902
133604at7742,chr8&38553917,chr3&77927339,chr6&83169234,chr9&86555314,chr8&40454456,chr4&5785976
6126at7742,chr8&38575350,chr3&77938949,chr6&83096978,chr9&86485466,chr8&40475658,chr16&33062856
408515at7742,chr8&38841937,chr3&76597653,chr6&87085756,chr4&34892292,chr8&40749773,
301608at7742,chr8&40143953,chr3&42599115,chr6&166999413,chr17&8165597,chr8&42074076,chr20&30579018
16405at7742,chr8&41215610,chr3&45356261,chr6&161022846,chr17&12228100,chr8&43165544,chr13&35788618
287179at7742,chr8&42975268,chr3&15472748,chr20&18467507,chr2&144527864,chr8&44990604,chr22&25034991
149377at7742,chr8&43001807,chr3&15498919,chr20&18384399,chr2&144474924,chr8&45010987,chr22&25046550
99014at7742,chr8&43055052,chr3&15523751,chr20&18142661,chr2&144373597,chr8&45064147,chr22&25066940
272582at7742,chr8&43127657,chr3&15562074,chr20&17969860,chr2&144271980,chr8&45123245,chr13&33655597
28532at7742,chr8&43960685,chr3&16642090,chr2&38811424,chr17&80230542,chr8&46030650,chr13&8320878
420868at7742,chr8&44015685,chr3&16637098,chr2&38778991,,chr8&46084296,chr11&45469959
255497at7742,chr8&44067595,chr3&16619859,chr2&38666162,chr17&80127716,chr8&46139911,chr13&8297687
357435at7742,chr8&44411956,chr3&16497546,chr20&25407821,chr2&150909719,chr8&46471054,chr13&7164445
353522at7742,chr8&48578652,chr3&34033598,chr1&246528596,chr12&48555304,chr8&50779472,chr17&12053802
270024at7742,chr8&49156495,chr3&34319985,chr2&88067865,chr6&71215751,chr1&175681315,chr17&11728934
386595at7742,chr8&49659096,chr3&34734844,chr10&5525086,chr13&3803754,chr8&51938766,chr17&11498696
345592at7742,chr8&50021933,chr3&40666313,chr1&230979106,chr8&124722184,chr8&52289733,chr20&3997684
89615at7742,chr8&50033111,chr3&40630077,chr1&230906905,chr8&124672083,chr8&52314366,chr20&3954993
324312at7742,chr8&50087122,chr3&40593893,chr1&230825336,chr8&124637908,chr8&52355314,chr20&3916430
28386at7742,chr8&50216815,chr3&38524569,chr1&234391577,chr8&126426972,chr8&52454308,chr13&39277178
345950at7742,chr8&51011710,chr3&40804718,chr6&170535220,chr17&15476020,chr8&53713016,chr13&1142843
113847at7742,chr8&51868797,chr3&40857322,chr6&170298233,chr17&15401762,chr8&54318961,chr13&6089009
214728at7742,chr8&52413955,chr3&41221701,chr6&169704003,chr17&14945099,chr8&54907747,chr13&5978827
132224at7742,chr8&52480613,chr3&41241687,chr6&169612989,chr17&14871275,chr8&54979213,chr13&35528949
100952at7742,chr8&53479265,chr3&106029633,chr8&28768146,chr14&64975139,,chr20&49889697
225564at7742,chr8&53923110,chr3&104403222,chr2&27381599,chr5&31203081,chr8&56456952,chr13&6189203
7000at7742,chr8&54115293,chr3&54492908,chr6&138189079,chr10&18589581,chr8&56732158,chr13&2442841
92625at7742,chr8&54547859,chr3&54198533,chr6&138905064,chr10&18081022,,chr20&39223251
430459at7742,chr8&54626513,chr3&54177017,chr6&139034161,,chr8&57247737,chr20&36806513
179036at7742,chr8&54653184,chr3&54130235,chr6&139159951,chr10&17902213,chr8&57285293,chr20&36821103
323567at7742,chr8&55761100,chr3&53103247,chr6&142147288,chr10&14655700,chr8&58492426,chr20&37300812
359738at7742,chr8&56817479,chr3&52558977,chr6&143428463,chr10&13553266,chr8&59669413,chr20&37740968
245662at7742,chr8&56845066,chr3&52541348,chr6&143451043,chr10&13524885,chr8&59701680,chr20&37743382
319486at7742,chr8&58964670,chr3&52393376,chr6&143843478,chr10&13178886,chr8&61962382,chr1&53866241
312837at7742,chr8&58997038,,chr6&143731663,chr10&13210015,chr27&7090655,chr13&23917174
394910at7742,chr8&59668885,chr1&385534,chr3&48294637,chr9&109835325,chr8&63517194,chr20&19562780
304804at7742,chr8&60878317,chr3&48530482,chr6&150369032,chr10&3540296,chr8&65560478,chr23&39775173
311450at7742,chr8&60892544,chr3&48356873,chr6&149820549,chr10&7590052,chr8&65582738,chr20&1278731
18946at7742,chr8&61271102,chr3&46999491,chr6&146627580,chr10&10358950,,chr20&31912701
196409at7742,chr8&62773575,chr3&48976762,chr6&151405235,chr19&12905335,chr8&67515412,chr17&7795716
196416at7742,chr8&62840858,chr3&48996750,chr6&151452546,chr10&4432671,chr8&67581564,chr20&26387582
223348at7742,chr8&62892920,chr3&49025366,chr6&151573417,chr10&4526778,chr8&67634113,chr17&7811711
326776at7742,chr8&63639094,chr3&42628784,chr6&166929588,chr17&6978998,chr8&68371262,chr13&7044230
315746at7742,chr8&63655460,chr19&281726,chr7&73683626,chr5&135053370,chr8&68389761,chr15&1750097
91440at7742,chr8&63726914,chr3&40180262,chr1&229627634,chr8&124021499,chr8&68469305,chr13&24218196
131898at7742,chr8&63745829,chr3&40163446,chr1&229594297,chr8&123997309,chr8&68488452,chr1&53911932
375593at7742,chr8&63773637,chr3&15459147,chr20&18588073,chr2&144600049,chr8&68516712,chr6&6802582
129979at7742,chr8&64471913,chr3&3921745,chr20&20036195,,chr8&69273408,
35830at7742,chr8&64499644,chr3&3830932,chr20&20145224,chr2&145939849,chr8&69301433,
200053at7742,chr8&65285493,chr3&3599146,chr20&21126116,,,chr17&42003782
57179at7742,chr8&65376370,chr3&3547272,chr20&21303399,chr2&147013122,chr8&70336999,chr20&48824145
143678at7742,chr8&67209240,chr3&16861604,chr20&5547661,chr2&132530553,chr8&72301847,chr20&45669197
221061at7742,chr8&67373477,chr3&17002320,chr20&5938535,chr2&132805421,chr8&72481959,chr20&45754441
73684at7742,chr8&67398076,chr3&17013574,chr20&5952016,,chr8&72500314,chr17&4321252
284666at7742,chr8&67434394,chr3&17027480,chr20&6006247,chr2&132846817,chr8&72528024,chr17&4369017
320379at7742,chr8&69858230,chr3&14046446,chr20&9514853,chr2&136058313,chr8&75011810,KN150051.1&1
131719at7742,chr8&70268061,chr3&13720062,chr20&10405247,chr2&136874266,chr8&75433884,chr13&35474238
158068at7742,chr8&71748792,chr3&4524307,chr20&13751507,chr2&140120612,chr8&76974139,chr1&51203124
253322at7742,chr8&71799459,chr3&12687939,chr20&13785069,chr2&140170712,chr8&77012685,chr1&51221419
112051at7742,chr8&72022298,chr3&4684844,chr20&14325557,chr2&140659757,chr8&77252435,chr13&33813066
264124at7742,chr8&73174118,chr3&40787236,chr6&170577559,chr17&15521635,chr8&78547694,chr13&24380233
61069at7742,chr8&73195120,chr3&40097108,chr1&229441904,chr8&123899374,chr8&78562216,chr1&53919254
163878at7742,chr8&73281660,chr3&15438105,chr2&61868692,chr11&22990754,chr8&78645557,chr1&53701915
74593at7742,chr8&73721548,chr3&9858660,,,NW_022630144.1&29362,chr17&24167339
109054at7742,chr8&73961857,chr3&10002801,chr2&63362853,chr11&21677063,chr8&79302157,chr17&24331058
59663at7742,chr8&74130704,chr3&10188732,chr2&63893430,chr11&21263219,chr8&79478704,chr1&55010742
368834at7742,chr8&74705924,chr3&10567979,chr2&65056478,chr11&20230428,chr8&80130364,chr13&24412724
354526at7742,chr8&75739949,chr3&11852224,chr2&68157935,chr11&17203934,chr8&81595186,chr13&1125353
238049at7742,chr8&75890767,chr3&11941458,chr2&68365352,chr11&16975810,chr8&81754405,chr13&1061245
342319at7742,chr8&75934631,chr3&11969815,chr2&68467732,chr6&87629994,chr8&81807713,chr1&51610850
227556at7742,chr8&76195764,chr3&12088906,chr20&17494074,chr2&143826666,,chr13&985442
187969at7742,chr9&310726,chr5&50083605,chr14&102922689,chr12&111271122,,chr3&56874441
23531at7742,chr9&1505106,chr5&49787255,chr14&102376722,chr12&110896156,,chr17&29283836
371207at7742,chr9&1537943,chr5&49785279,chr14&102348557,chr12&110873927,chr9&2650610,chr17&31622076
169313at7742,chr9&2576391,chr5&48761849,chr14&100334875,chr12&108861265,chr9&3537246,
291147at7742,chr9&2612234,chr5&48792102,chr14&100464078,chr12&108962308,chr9&3563352,
92591at7742,chr9&3724438,chr5&57823583,chr14&49784636,chr12&69312003,chr9&4686285,
170437at7742,chr9&3896574,chr5&57760772,chr14&49643652,chr12&69201864,chr9&4852282,
250138at7742,chr9&3965865,chr5&57739125,chr14&49599021,chr12&69168856,chr9&4926033,chr17&124514
273271at7742,chr9&4193292,chr5&58042908,chr14&50635183,chr12&69966140,chr9&5163604,chr13&36787841
363461at7742,chr9&4529214,chr5&57934592,chr14&50311843,chr12&69737955,chr9&5501483,chr13&36680538
203861at7742,chr9&4541042,chr5&57920641,chr14&50251862,chr12&69692301,chr9&5512717,chr13&36666968
400935at7742,chr9&4697505,chr5&57863828,chr14&50102706,chr12&69579876,chr9&5674298,chr17&45639347
27308at7742,chr9&4975270,chr5&29687623,chr15&39934196,chr2&118388709,chr9&5963914,KN150326.1&5109
164340at7742,chr9&5231747,chr5&1137246,chr15&40569440,chr2&119034926,chr9&6163131,chr17&31205283
239731at7742,chr9&5334437,chr5&24741214,chr15&41183931,chr2&119510698,chr9&6254654,chr17&53324121
407088at7742,chr9&5757911,chr5&1127278,chr15&40553971,chr2&119019026,,chr17&31221542
373013at7742,chr9&6361306,chr5&24793163,chr15&41309754,chr2&119610319,chr9&7258805,chr13&33256929
232849at7742,chr9&6379733,chr5&24796317,chr15&41339216,chr2&119618803,chr9&7274854,chr13&33252197
300333at7742,chr9&6403503,chr5&24811442,chr15&41387444,chr2&119655643,chr9&7299249,chr13&33248201
290906at7742,chr9&6597760,chr5&26683503,chr14&72939749,chr12&83525209,chr9&7503874,chr20&28423214
250963at7742,chr9&7311521,chr5&28194527,chr14&69484966,chr12&80692879,chr9&8275817,chr17&48174381
376893at7742,chr9&9014151,chr5&29068716,chr14&67590080,chr12&79082404,chr9&10237824,chr20&28402046
36274at7742,chr9&9035297,chr5&29014538,chr14&67533174,chr12&79035894,chr9&10260212,chr17&37942702
75881at7742,chr9&10302666,chr11&510445,chr16&57697950,chr8&95056009,chr9&11486325,chr25&13731744
430734at7742,chr9&10867093,chr5&1225181,chr15&40764181,chr2&119167838,chr9&12098209,chr17&1064088
321295at7742,chr9&10999502,chr5&24447970,chr15&40807815,chr2&119209130,chr9&12216220,chr17&2108984
59009at7742,chr9&11943531,chr5&25806302,chr15&42160754,chr2&120318034,chr9&13332473,chr17&50075170
194852at7742,chr9&12143107,chr5&24817388,chr15&41438948,chr2&119685782,chr9&13525932,chr13&33211463
339893at7742,chr9&12364449,chr5&25957610,chr15&42544083,chr2&120605217,chr9&13705322,chr17&12739607
388430at7742,chr9&12371598,chr5&25961559,chr15&42548873,chr2&120609453,chr9&13713145,chr17&31606860
46227at7742,chr9&12384300,chr5&24519488,chr15&40894769,chr2&119289040,chr9&13726595,chr20&28335468
42353at7742,chr9&12954278,chr5&26065791,chr15&42723476,chr2&120718802,,chr17&38447478
107391at7742,chr9&13411361,chr5&26271724,chr15&43133863,chr2&120977308,chr9&14778774,chr17&37253847
26210at7742,chr9&14060623,chr5&25078510,chr15&41517542,chr2&119764295,chr9&15428648,chr17&31518942
176119at7742,chr9&14881534,chr5&28323830,chr14&69209471,chr12&80475769,chr9&16303878,chr17&51797701
330757at7742,chr9&15762218,chr5&28176477,chr14&69571499,chr12&80757378,chr9&17167327,chr17&48221570
388724at7742,chr9&19028124,chr5&27647930,chr14&70579892,chr12&81573830,chr9&20495505,chr13&36135464
366715at7742,chr9&23337450,chr5&29180700,chr14&67338621,chr12&78843469,chr9&24914319,chr20&51089862
235319at7742,chr9&23377970,chr5&29157869,chr14&67387329,chr12&78889180,chr9&24955386,chr13&33125387
7732at7742,chr9&23506804,chr5&29110081,chr14&67748436,chr12&79233966,chr9&25031586,chr13&33067656
356826at7742,chr9&23555863,chr5&29092115,chr4&183466334,chr12&79156475,chr9&25147644,chr13&33041398
207648at7742,chr9&23636778,chr5&29738800,chr15&39801132,chr2&118279229,chr9&25231053,chr20&28960390
91624at7742,chr9&25689742,chr5&30872603,chr15&38490554,chr2&117282542,chr9&27411425,
360502at7742,chr9&26606222,,,,chr9&28408520,chr17&52981996
